product_name,Sales_Year,Sales_Month,Sales_Month_Number,Monthly_Sales
"Golden Penny Product 5102",2025,February,2,40508.50
"Peak Product 1720",2025,September,9,40477.20
"Dangote Product 6714",2025,March,3,40430.70
"Golden Penny Product 1841",2025,April,4,40290.08
"Dettol Product 4803",2025,June,6,40234.83
"Peak Product 3463",2025,January,1,40206.88
"Dettol Product 7489",2025,July,7,40135.08
"Milo Product 8118",2025,September,9,40064.95
"Golden Penny Product 7248",2025,June,6,40014.34
"Nestle Product 5047",2025,March,3,39988.71
"Nestle Product 7818",2025,April,4,39987.25
"Milo Product 7404",2025,April,4,39864.12
"Golden Penny Product 120",2025,September,9,39563.16
"Milo Product 6694",2025,May,5,39544.02
"Power Oil Product 2732",2025,March,3,39451.40
"Milo Product 7227",2025,March,3,39448.53
"Milo Product 4896",2025,December,12,39387.36
"Golden Penny Product 135",2025,October,10,39335.10
"Power Oil Product 4501",2025,November,11,39308.16
"Power Oil Product 2138",2025,December,12,39299.20
"Milo Product 8078",2025,March,3,39033.34
"Dettol Product 5083",2025,June,6,38996.27
"Milo Product 7753",2025,January,1,38987.08
"Milo Product 6492",2025,June,6,38782.22
"Peak Product 3386",2025,October,10,38763.66
"Golden Penny Product 5977",2025,November,11,38757.08
"Indomie Product 3915",2025,March,3,38730.24
"Dangote Product 7856",2025,March,3,38647.02
"Dangote Product 4987",2025,September,9,38580.24
"Peak Product 1729",2025,October,10,38456.28
"Milo Product 9080",2025,September,9,38398.26
"Golden Penny Product 6027",2025,November,11,38282.22
"Power Oil Product 1676",2025,August,8,38245.55
"Golden Penny Product 2553",2025,March,3,38135.49
"Dangote Product 2118",2025,October,10,37982.25
"Peak Product 7873",2025,August,8,37969.33
"Nestle Product 4245",2025,November,11,37938.72
"Dangote Product 7342",2025,July,7,37889.00
"Milo Product 8675",2025,January,1,37817.06
"Dangote Product 297",2025,July,7,37623.94
"Dettol Product 6289",2025,February,2,37461.24
"Indomie Product 744",2025,September,9,37357.44
"Golden Penny Product 2030",2025,January,1,37322.28
"Golden Penny Product 7256",2025,January,1,37134.40
"Power Oil Product 4360",2025,January,1,37120.61
"Golden Penny Product 7683",2025,March,3,37101.18
"Peak Product 2238",2025,November,11,37068.93
"Nestle Product 8592",2025,February,2,37028.32
"Golden Penny Product 6541",2025,January,1,36879.44
"Power Oil Product 3138",2025,December,12,36874.08
"Golden Penny Product 6824",2025,October,10,36870.88
"Peak Product 150",2025,June,6,36628.20
"Milo Product 6552",2025,July,7,36401.76
"Indomie Product 9803",2025,April,4,36379.60
"Dettol Product 3430",2025,March,3,36356.64
"Peak Product 5830",2025,May,5,36356.53
"Nestle Product 541",2025,May,5,36103.76
"Nestle Product 6567",2025,July,7,35990.46
"Power Oil Product 2064",2025,July,7,35595.48
"Dettol Product 9089",2025,July,7,35517.07
"Dettol Product 2346",2025,July,7,35401.24
"Nestle Product 3297",2025,May,5,35351.70
"Milo Product 2466",2025,December,12,35347.28
"Dettol Product 349",2025,November,11,35258.76
"Peak Product 4205",2025,February,2,35194.80
"Nestle Product 548",2025,August,8,35018.48
"Nestle Product 1505",2025,February,2,35013.03
"Dettol Product 217",2025,July,7,34733.38
"Dettol Product 3166",2025,January,1,34716.19
"Milo Product 8474",2025,December,12,34624.68
"Power Oil Product 4173",2025,December,12,34606.03
"Nestle Product 3148",2025,June,6,34598.27
"Golden Penny Product 2591",2025,December,12,34511.64
"Indomie Product 6862",2025,September,9,34439.23
"Nestle Product 1439",2025,May,5,34423.27
"Milo Product 5871",2025,February,2,34412.28
"Dangote Product 6748",2025,February,2,34273.58
"Dettol Product 7530",2025,June,6,34252.96
"Golden Penny Product 7307",2025,August,8,34246.14
"Dangote Product 4318",2025,January,1,34209.92
"Dangote Product 4242",2025,December,12,33986.82
"Peak Product 3856",2025,November,11,33965.94
"Peak Product 4800",2025,February,2,33679.64
"Dettol Product 9951",2025,February,2,33456.60
"Peak Product 2889",2025,March,3,33406.45
"Dangote Product 7545",2025,December,12,33257.78
"Power Oil Product 2909",2025,December,12,33244.00
"Nestle Product 168",2025,September,9,33221.70
"Dangote Product 7620",2025,December,12,33221.34
"Dangote Product 4015",2025,August,8,33026.39
"Peak Product 8056",2025,March,3,33025.04
"Golden Penny Product 1323",2025,March,3,32819.36
"Milo Product 537",2025,May,5,32798.70
"Dettol Product 2131",2025,January,1,32793.28
"Dangote Product 2005",2025,September,9,32624.27
"Milo Product 9329",2025,December,12,32570.56
"Dettol Product 5847",2025,January,1,32528.85
"Dettol Product 5971",2025,November,11,32477.76
"Dangote Product 3259",2025,February,2,32458.61
"Milo Product 4958",2025,December,12,32324.24
"Nestle Product 9751",2025,August,8,32294.40
"Peak Product 9173",2025,June,6,32221.38
"Golden Penny Product 1694",2025,September,9,32085.56
"Indomie Product 5678",2025,December,12,32064.96
"Golden Penny Product 1277",2025,July,7,31998.96
"Golden Penny Product 7470",2025,March,3,31875.09
"Milo Product 7831",2025,December,12,31801.44
"Dangote Product 6846",2025,October,10,31731.60
"Milo Product 4063",2025,April,4,31730.67
"Peak Product 5795",2025,September,9,31690.86
"Dangote Product 3790",2025,January,1,31652.76
"Nestle Product 8380",2025,September,9,31570.16
"Dettol Product 8919",2025,January,1,31487.06
"Dangote Product 5769",2025,May,5,31478.12
"Power Oil Product 1637",2025,May,5,31470.00
"Dettol Product 8797",2025,September,9,31269.55
"Peak Product 9457",2025,March,3,31248.30
"Nestle Product 178",2025,May,5,31148.63
"Peak Product 8442",2025,February,2,31126.28
"Dangote Product 7163",2025,December,12,31029.46
"Indomie Product 822",2025,September,9,30901.82
"Dettol Product 5929",2025,March,3,30894.09
"Indomie Product 7243",2025,November,11,30757.56
"Power Oil Product 9029",2025,April,4,30691.28
"Nestle Product 1550",2025,September,9,30672.48
"Golden Penny Product 9334",2025,October,10,30624.90
"Dettol Product 7914",2025,April,4,30529.08
"Power Oil Product 5010",2025,November,11,30521.70
"Peak Product 4333",2025,August,8,30484.62
"Power Oil Product 784",2025,May,5,30405.84
"Nestle Product 2274",2025,November,11,30142.40
"Dangote Product 8173",2025,October,10,30102.00
"Nestle Product 8272",2025,September,9,30061.60
"Peak Product 3729",2025,September,9,30039.76
"Dangote Product 7451",2025,June,6,30002.35
"Power Oil Product 708",2025,March,3,29945.70
"Nestle Product 4455",2025,August,8,29883.18
"Indomie Product 7023",2025,August,8,29774.38
"Peak Product 8502",2025,November,11,29757.80
"Power Oil Product 396",2025,December,12,29685.60
"Peak Product 610",2025,September,9,29612.14
"Nestle Product 7551",2025,November,11,29528.19
"Dettol Product 7353",2025,September,9,29438.86
"Peak Product 8341",2025,September,9,29107.88
"Indomie Product 5207",2025,January,1,29091.69
"Peak Product 2142",2025,September,9,28948.22
"Peak Product 758",2025,September,9,28887.30
"Nestle Product 6155",2025,April,4,28871.37
"Peak Product 6430",2025,March,3,28711.56
"Indomie Product 1897",2025,September,9,28349.76
"Dettol Product 6658",2025,September,9,28283.10
"Golden Penny Product 815",2025,March,3,28237.45
"Indomie Product 7805",2025,February,2,28073.20
"Golden Penny Product 1867",2025,August,8,27623.45
"Indomie Product 4019",2025,January,1,27600.02
"Dangote Product 8255",2025,May,5,27541.22
"Milo Product 7110",2025,February,2,27455.04
"Indomie Product 3227",2025,July,7,27420.75
"Dangote Product 1388",2025,June,6,27250.60
"Nestle Product 3163",2025,June,6,27180.02
"Milo Product 6982",2025,December,12,27088.64
"Dangote Product 2784",2025,July,7,27014.40
"Power Oil Product 5706",2025,July,7,26978.91
"Dangote Product 6674",2025,May,5,26963.64
"Nestle Product 4774",2025,November,11,26922.21
"Indomie Product 1787",2025,October,10,26894.89
"Nestle Product 1228",2025,September,9,26891.10
"Milo Product 189",2025,February,2,26762.80
"Nestle Product 3972",2025,November,11,26729.94
"Golden Penny Product 6561",2025,April,4,26573.74
"Dettol Product 6538",2025,September,9,26541.37
"Dangote Product 602",2025,June,6,26491.92
"Indomie Product 247",2025,May,5,26375.30
"Dettol Product 5899",2025,January,1,26128.83
"Indomie Product 3836",2025,April,4,26035.80
"Peak Product 7050",2025,December,12,26026.65
"Power Oil Product 3468",2025,May,5,26013.21
"Indomie Product 2706",2025,December,12,25890.81
"Dettol Product 1823",2025,July,7,25888.85
"Milo Product 7824",2025,May,5,25875.50
"Power Oil Product 3529",2025,March,3,25818.30
"Dangote Product 5261",2025,June,6,25794.44
"Nestle Product 3129",2025,October,10,25588.42
"Dettol Product 9087",2025,August,8,25582.32
"Dettol Product 7836",2025,January,1,25383.36
"Golden Penny Product 9437",2025,February,2,25343.12
"Indomie Product 5953",2025,March,3,25299.84
"Indomie Product 599",2025,April,4,25120.16
"Milo Product 6830",2025,October,10,24970.79
"Golden Penny Product 5831",2025,December,12,24942.89
"Indomie Product 7992",2025,May,5,24890.44
"Power Oil Product 6890",2025,April,4,24747.89
"Indomie Product 277",2025,January,1,24651.75
"Nestle Product 9894",2025,August,8,24618.11
"Power Oil Product 634",2025,August,8,24547.38
"Indomie Product 9176",2025,September,9,24495.12
"Power Oil Product 5816",2025,November,11,24445.82
"Nestle Product 7232",2025,April,4,24440.17
"Power Oil Product 2544",2025,August,8,24421.32
"Indomie Product 1082",2025,December,12,24392.88
"Dangote Product 8002",2025,August,8,24337.36
"Power Oil Product 3655",2025,November,11,24256.40
"Golden Penny Product 7635",2025,October,10,24251.08
"Indomie Product 1675",2025,December,12,24213.78
"Peak Product 4465",2025,June,6,24182.55
"Dettol Product 2225",2025,May,5,24066.35
"Milo Product 7464",2025,November,11,24041.20
"Indomie Product 3741",2025,December,12,24003.28
"Indomie Product 8935",2025,January,1,23841.23
"Indomie Product 8627",2025,June,6,23787.00
"Milo Product 7454",2025,February,2,23760.26
"Dettol Product 514",2025,July,7,23680.58
"Dangote Product 4078",2025,October,10,23616.80
"Dettol Product 5560",2025,January,1,23544.15
"Milo Product 8843",2025,October,10,23468.97
"Indomie Product 1986",2025,April,4,23468.59
"Milo Product 5501",2025,June,6,23342.73
"Dettol Product 4571",2025,January,1,23324.83
"Nestle Product 4190",2025,July,7,23031.74
"Milo Product 3278",2025,November,11,22839.30
"Nestle Product 583",2025,August,8,22770.22
"Indomie Product 5115",2025,August,8,22756.24
"Dettol Product 2751",2025,February,2,22748.47
"Milo Product 1489",2025,December,12,22746.31
"Dettol Product 447",2025,August,8,22609.43
"Nestle Product 8278",2025,June,6,22582.20
"Nestle Product 8727",2025,January,1,22406.76
"Peak Product 3164",2025,December,12,22301.00
"Power Oil Product 8405",2025,July,7,22293.91
"Golden Penny Product 9699",2025,February,2,22180.47
"Power Oil Product 5963",2025,May,5,22122.75
"Dangote Product 8555",2025,February,2,21986.60
"Golden Penny Product 6378",2025,March,3,21954.86
"Golden Penny Product 6453",2025,May,5,21937.48
"Dangote Product 8709",2025,October,10,21862.09
"Peak Product 4253",2025,March,3,21833.28
"Power Oil Product 1023",2025,March,3,21593.20
"Peak Product 4377",2025,June,6,21562.80
"Indomie Product 773",2025,March,3,21509.01
"Nestle Product 1972",2025,September,9,21210.24
"Nestle Product 9955",2025,February,2,21136.74
"Dangote Product 7494",2025,September,9,21005.49
"Dettol Product 6370",2025,December,12,20973.20
"Dangote Product 9328",2025,November,11,20948.98
"Golden Penny Product 3106",2025,April,4,20904.00
"Nestle Product 123",2025,December,12,20892.72
"Dettol Product 3722",2025,December,12,20718.68
"Peak Product 7309",2025,November,11,20624.80
"Indomie Product 1154",2025,June,6,20589.99
"Nestle Product 772",2025,September,9,20587.00
"Indomie Product 7490",2025,February,2,20430.40
"Dettol Product 223",2025,July,7,20352.60
"Power Oil Product 6374",2025,March,3,20328.33
"Golden Penny Product 4260",2025,April,4,20119.80
"Golden Penny Product 4830",2025,April,4,19995.96
"Milo Product 3200",2025,December,12,19861.64
"Dettol Product 3347",2025,May,5,19799.70
"Dangote Product 3232",2025,May,5,19738.90
"Indomie Product 6518",2025,June,6,19716.00
"Nestle Product 5336",2025,July,7,19708.18
"Nestle Product 3217",2025,November,11,19700.56
"Indomie Product 1492",2025,November,11,19664.91
"Power Oil Product 3302",2025,August,8,19614.90
"Nestle Product 3717",2025,September,9,19528.47
"Milo Product 7659",2025,May,5,19495.96
"Peak Product 761",2025,April,4,19358.41
"Peak Product 8907",2025,November,11,19265.22
"Milo Product 2243",2025,April,4,19206.95
"Milo Product 745",2025,December,12,19171.92
"Golden Penny Product 17",2025,March,3,19101.86
"Peak Product 1591",2025,September,9,18894.75
"Indomie Product 2235",2025,February,2,18869.40
"Dangote Product 835",2025,August,8,18636.32
"Dangote Product 3901",2025,March,3,18578.16
"Power Oil Product 8733",2025,September,9,18545.63
"Dettol Product 7228",2025,February,2,18442.06
"Nestle Product 5607",2025,July,7,18431.28
"Golden Penny Product 2799",2025,July,7,18327.20
"Milo Product 6288",2025,October,10,18262.58
"Power Oil Product 9741",2025,April,4,18257.92
"Power Oil Product 1067",2025,July,7,18257.19
"Dettol Product 300",2025,November,11,18246.87
"Indomie Product 5643",2025,December,12,18245.08
"Indomie Product 734",2025,October,10,18239.29
"Dangote Product 1963",2025,July,7,18210.29
"Indomie Product 4366",2025,April,4,17999.70
"Nestle Product 1557",2025,February,2,17966.80
"Indomie Product 9394",2025,March,3,17842.14
"Dettol Product 6759",2025,December,12,17838.78
"Milo Product 5005",2025,February,2,17610.06
"Golden Penny Product 9143",2025,April,4,17586.06
"Nestle Product 142",2025,February,2,17424.32
"Milo Product 6221",2025,March,3,17253.38
"Indomie Product 1307",2025,August,8,17246.39
"Dangote Product 1744",2025,August,8,17172.96
"Nestle Product 1428",2025,August,8,17144.65
"Power Oil Product 1866",2025,January,1,17092.17
"Peak Product 7977",2025,August,8,17071.26
"Milo Product 9285",2025,October,10,17037.50
"Milo Product 8780",2025,August,8,16955.84
"Indomie Product 7778",2025,July,7,16800.93
"Indomie Product 3418",2025,June,6,16697.96
"Power Oil Product 742",2025,July,7,16690.40
"Nestle Product 8431",2025,March,3,16529.24
"Indomie Product 6571",2025,October,10,16495.50
"Golden Penny Product 5570",2025,October,10,16363.62
"Indomie Product 7885",2025,May,5,16321.85
"Dangote Product 2083",2025,March,3,16287.92
"Power Oil Product 1018",2025,October,10,16189.44
"Milo Product 1332",2025,December,12,16094.52
"Nestle Product 2467",2025,November,11,16087.24
"Nestle Product 5079",2025,July,7,15926.12
"Golden Penny Product 6855",2025,August,8,15875.67
"Nestle Product 1238",2025,January,1,15727.80
"Milo Product 9314",2025,March,3,15623.40
"Peak Product 1151",2025,March,3,15585.24
"Golden Penny Product 7587",2025,November,11,15502.95
"Indomie Product 9687",2025,November,11,15465.92
"Peak Product 7512",2025,May,5,15417.56
"Dangote Product 597",2025,June,6,15138.26
"Power Oil Product 4281",2025,May,5,15058.94
"Power Oil Product 5659",2025,June,6,15055.60
"Peak Product 7788",2025,May,5,15043.38
"Indomie Product 279",2025,August,8,14998.20
"Nestle Product 2062",2026,January,1,14926.84
"Dangote Product 2606",2025,January,1,14687.53
"Dettol Product 4342",2025,May,5,14644.52
"Peak Product 2999",2025,November,11,14634.90
"Dettol Product 3728",2025,April,4,14627.77
"Power Oil Product 5183",2025,November,11,14608.66
"Peak Product 8051",2026,January,1,14508.56
"Dettol Product 6896",2025,June,6,14502.04
"Dangote Product 6061",2025,April,4,14476.30
"Indomie Product 3918",2025,June,6,14474.92
"Nestle Product 9867",2025,January,1,14359.41
"Dettol Product 528",2025,March,3,14104.80
"Milo Product 1678",2025,June,6,14078.34
"Milo Product 8214",2025,September,9,14067.15
"Peak Product 41",2025,September,9,14054.32
"Dangote Product 3180",2025,September,9,13944.51
"Dettol Product 1445",2025,October,10,13924.92
"Peak Product 9165",2025,October,10,13820.76
"Indomie Product 989",2025,April,4,13786.71
"Indomie Product 3727",2025,December,12,13781.00
"Nestle Product 2982",2025,March,3,13754.81
"Dettol Product 5870",2025,January,1,13715.79
"Dangote Product 6160",2025,April,4,13582.10
"Indomie Product 2669",2025,December,12,13534.96
"Dangote Product 1772",2025,July,7,13519.95
"Golden Penny Product 8951",2025,March,3,13252.78
"Peak Product 2555",2025,August,8,13224.15
"Dangote Product 3404",2025,February,2,13034.43
"Indomie Product 5786",2025,April,4,12979.84
"Peak Product 9932",2025,March,3,12921.92
"Dettol Product 501",2025,November,11,12876.14
"Indomie Product 3364",2025,May,5,12824.01
"Power Oil Product 4916",2025,September,9,12695.32
"Milo Product 9202",2025,May,5,12682.53
"Dettol Product 9475",2025,February,2,12681.12
"Power Oil Product 6186",2025,March,3,12668.76
"Nestle Product 6303",2025,July,7,12651.87
"Nestle Product 9624",2025,October,10,12534.35
"Milo Product 9095",2025,May,5,12439.20
"Indomie Product 4126",2025,November,11,12189.90
"Milo Product 6673",2025,December,12,12057.54
"Indomie Product 5499",2025,February,2,11827.15
"Nestle Product 4089",2025,July,7,11791.68
"Indomie Product 3181",2025,June,6,11779.79
"Peak Product 5227",2025,May,5,11461.38
"Dangote Product 9885",2025,April,4,11206.00
